resultId;number;grid;position;positionText;positionOrder;points;laps;fastestLap;rank;fastestLapTime;fastestLapSpeed;raceId;driverId;constructorId;statusId
25131;11;3;6;6;6;8.0;71;55;5;1:08.192;227.956;1060;815;9;1
25132;3;13;7;7;7;6.0;71;56;14;1:08.820;225.876;1060;817;1;1
25133;16;12;8;8;8;4.0;71;55;13;1:08.698;226.277;1060;844;6;1
25134;10;6;9;9;9;2.0;71;54;4;1:08.146;228.110;1060;842;213;1
25135;14;14;10;10;10;1.0;70;70;7;1:08.405;227.246;1060;4;214;11
25136;63;8;11;11;11;0.0;70;56;16;1:08.900;225.613;1060;847;3;11
25137;22;7;12;12;12;0.0;70;54;9;1:08.455;227.080;1060;852;213;11
25138;18;9;13;13;13;0.0;70;54;12;1:08.659;226.405;1060;840;117;11
25139;99;15;14;14;14;0.0;70;55;17;1:09.042;225.149;1060;841;51;11
25140;7;16;15;15;15;0.0;70;69;15;1:08.874;225.699;1060;8;51;11
25141;6;18;16;16;16;0.0;70;62;11;1:08.520;226.865;1060;849;3;11
25142;5;11;17;17;17;0.0;69;51;8;1:08.420;227.196;1060;20;117;4
25143;47;19;18;18;18;0.0;69;56;18;1:09.394;224.007;1060;854;210;12
25144;9;20;19;19;19;0.0;69;49;19;1:09.757;222.842;1060;853;210;12
25145;31;17;0;R;20;0.0;0;\N;0;\N;\N;1060;839;214;4
25146;44;2;1;1;1;25.0;52;45;2;1:29.699;236.430;1061;1;131;1
25147;16;4;2;2;2;18.0;52;45;5;1:30.569;234.159;1061;844;6;1
25148;77;3;3;3;3;15.0;52;45;4;1:30.524;234.275;1061;822;131;1
25149;4;5;4;4;4;12.0;52;44;9;1:31.420;231.979;1061;846;1;1
25150;3;6;5;5;5;10.0;52;51;8;1:31.284;232.325;1061;817;1;1
25151;55;10;6;6;6;8.0;52;51;7;1:31.223;232.480;1061;832;6;1
25152;14;7;7;7;7;6.0;52;48;10;1:31.698;231.276;1061;4;214;1
25153;18;14;8;8;8;4.0;52;48;12;1:31.992;230.537;1061;840;117;1
25154;31;9;9;9;9;2.0;52;48;14;1:32.210;229.992;1061;839;214;1
25155;22;16;10;10;10;1.0;52;51;6;1:30.826;233.497;1061;852;213;1
25156;10;11;11;11;11;0.0;52;52;3;1:30.266;234.945;1061;842;213;1
25157;63;12;12;12;12;0.0;51;49;13;1:32.049;230.394;1061;847;3;11
25158;99;15;13;13;13;0.0;51;49;15;1:32.346;229.653;1061;841;51;11
25159;6;17;14;14;14;0.0;51;51;16;1:32.477;229.328;1061;849;3;11
25160;7;13;15;15;15;0.0;51;48;11;1:31.895;230.780;1061;8;51;11
25161;11;0;16;16;16;0.0;51;50;1;1:28.617;239.317;1061;815;9;11
25162;9;19;17;17;17;0.0;51;51;18;1:32.909;228.262;1061;853;210;11
25163;47;18;18;18;18;0.0;51;50;17;1:32.862;228.377;1061;854;210;11
25164;5;8;0;R;19;0.0;40;35;19;1:33.059;227.894;1061;20;117;31
25165;33;1;0;R;20;0.0;0;\N;0;\N;\N;1061;830;9;4
25166;31;8;1;1;1;25.0;70;54;5;1:21.421;193.704;1062;839;214;1
25167;44;1;2;2;2;18.0;70;49;2;1:18.715;200.363;1062;1;131;1
25168;55;15;3;3;3;15.0;70;54;6;1:21.423;193.699;1062;832;6;1
25169;14;9;4;4;4;12.0;70;41;3;1:20.359;196.264;1062;4;214;1
25170;10;5;5;5;5;11.0;70;70;1;1:18.394;201.183;1062;842;213;1
25171;22;16;6;6;6;8.0;70;43;10;1:22.450;191.286;1062;852;213;1
25172;6;18;7;7;7;6.0;70;62;14;1:22.831;190.406;1062;849;3;1
25173;63;17;8;8;8;4.0;70;62;9;1:22.112;192.074;1062;847;3;1
25174;33;3;9;9;9;2.0;70;43;4;1:20.945;194.843;1062;830;9;1
25175;7;13;10;10;10;1.0;69;58;8;1:21.518;193.473;1062;8;51;11
25176;3;11;11;11;11;0.0;69;58;13;1:22.802;190.473;1062;817;1;11
25177;47;20;12;12;12;0.0;69;44;11;1:22.711;190.683;1062;854;210;11
25178;99;0;13;13;13;0.0;69;44;12;1:22.736;190.625;1062;841;51;11
25179;9;19;0;R;14;0.0;3;\N;0;\N;\N;1062;853;210;4
25180;4;6;0;R;15;0.0;2;\N;0;\N;\N;1062;846;1;4
25181;77;2;0;R;16;0.0;0;\N;0;\N;\N;1062;822;131;4
25182;11;4;0;R;17;0.0;0;\N;0;\N;\N;1062;815;9;4
25183;16;7;0;R;18;0.0;0;\N;0;\N;\N;1062;844;6;4
25184;18;12;0;R;19;0.0;0;\N;0;\N;\N;1062;840;117;4
25185;5;10;0;D;20;0.0;70;60;7;1:21.459;193.613;1062;20;117;2
25186;33;1;1;1;1;12.5;1;\N;0;\N;\N;1063;830;9;1
25187;63;2;2;2;2;9.0;1;\N;0;\N;\N;1063;847;3;1
25188;44;3;3;3;3;7.5;1;\N;0;\N;\N;1063;1;131;1
25189;3;4;4;4;4;6.0;1;\N;0;\N;\N;1063;817;1;1
25190;5;5;5;5;5;5.0;1;\N;0;\N;\N;1063;20;117;1
25191;10;6;6;6;6;4.0;1;\N;0;\N;\N;1063;842;213;1
25192;31;8;7;7;7;3.0;1;\N;0;\N;\N;1063;839;214;1
25193;16;9;8;8;8;2.0;1;\N;0;\N;\N;1063;844;6;1
25194;6;10;9;9;9;1.0;1;\N;0;\N;\N;1063;849;3;1
25195;55;11;10;10;10;0.5;1;\N;0;\N;\N;1063;832;6;1
25196;14;12;11;11;11;0.0;1;\N;0;\N;\N;1063;4;214;1
25197;77;13;12;12;12;0.0;1;\N;0;\N;\N;1063;822;131;1
25198;99;14;13;13;13;0.0;1;\N;0;\N;\N;1063;841;51;1
25199;4;15;14;14;14;0.0;1;\N;0;\N;\N;1063;846;1;1
25200;22;16;15;15;15;0.0;1;\N;0;\N;\N;1063;852;213;1
25201;47;17;16;16;16;0.0;1;\N;0;\N;\N;1063;854;210;1
25202;9;18;17;17;17;0.0;1;\N;0;\N;\N;1063;853;210;1
25203;7;0;18;18;18;0.0;1;\N;0;\N;\N;1063;8;51;1
25204;11;0;19;19;19;0.0;1;\N;0;\N;\N;1063;815;9;1
25205;18;19;20;20;20;0.0;1;\N;0;\N;\N;1063;840;117;1
25206;33;1;1;1;1;25.0;72;60;3;1:13.275;209.244;1064;830;9;1
25207;44;2;2;2;2;19.0;72;72;1;1:11.097;215.654;1064;1;131;1
25208;77;3;3;3;3;15.0;72;69;2;1:12.549;211.338;1064;822;131;1
25209;10;4;4;4;4;12.0;71;57;10;1:14.818;204.929;1064;842;213;11
25210;16;5;5;5;5;10.0;71;58;9;1:14.780;205.033;1064;844;6;11
25211;14;9;6;6;6;8.0;71;60;7;1:14.323;206.294;1064;4;214;11
25212;55;6;7;7;7;6.0;71;45;13;1:15.260;203.725;1064;832;6;11
25213;11;0;8;8;8;4.0;71;59;4;1:13.461;208.714;1064;815;9;11
25214;31;8;9;9;9;2.0;71;54;8;1:14.675;205.321;1064;839;214;11
25215;4;13;10;10;10;1.0;71;48;6;1:14.236;206.535;1064;846;1;11
25216;3;10;11;11;11;0.0;71;59;11;1:14.920;204.650;1064;817;1;11
25217;18;12;12;12;12;0.0;70;57;15;1:15.611;202.780;1064;840;117;12
25218;5;15;13;13;13;0.0;70;63;5;1:13.958;207.312;1064;20;117;12
25219;99;7;14;14;14;0.0;70;66;12;1:15.125;204.091;1064;841;51;12
25220;88;16;15;15;15;0.0;70;44;14;1:15.442;203.234;1064;9;51;12
25221;6;0;16;16;16;0.0;70;25;18;1:15.790;202.301;1064;849;3;12
25222;63;11;17;17;17;0.0;69;57;16;1:15.628;202.734;1064;847;3;6
25223;47;17;18;18;18;0.0;69;36;19;1:15.927;201.936;1064;854;210;13
25224;22;14;0;R;19;0.0;48;44;17;1:15.783;202.319;1064;852;213;131
25225;9;18;0;R;20;0.0;41;35;20;1:16.066;201.567;1064;853;210;9
25226;3;2;1;1;1;26.0;53;53;1;1:24.812;245.894;1065;817;1;1
25227;4;3;2;2;2;18.0;53;53;3;1:24.971;245.434;1065;846;1;1
25228;77;19;3;3;3;15.0;53;34;2;1:24.827;245.850;1065;822;131;1
25229;16;5;4;4;4;12.0;53;53;6;1:25.319;244.433;1065;844;6;1
25230;11;8;5;5;5;10.0;53;53;4;1:25.156;244.901;1065;815;9;1
25231;55;6;6;6;6;8.0;53;53;8;1:25.559;243.747;1065;832;6;1
25232;18;9;7;7;7;6.0;53;52;13;1:25.853;242.912;1065;840;117;1
25233;14;10;8;8;8;4.0;53;52;7;1:25.472;243.995;1065;4;214;1
25234;63;14;9;9;9;2.0;53;53;11;1:25.835;242.963;1065;847;3;1
25235;31;12;10;10;10;1.0;53;53;9;1:25.566;243.727;1065;839;214;1
25236;6;13;11;11;11;0.0;53;50;16;1:25.953;242.630;1065;849;3;1
25237;5;11;12;12;12;0.0;53;50;15;1:25.938;242.672;1065;20;117;1
25238;99;7;13;13;13;0.0;53;50;10;1:25.718;243.295;1065;841;51;1
25239;88;17;14;14;14;0.0;53;53;12;1:25.849;242.924;1065;9;51;1
25240;47;18;15;15;15;0.0;53;52;17;1:26.707;240.520;1065;854;210;1
25241;9;16;0;R;16;0.0;41;41;18;1:27.202;239.155;1065;853;210;131
25242;44;4;0;R;17;0.0;25;3;14;1:25.870;242.864;1065;1;131;4
25243;33;1;0;R;18;0.0;25;25;5;1:25.173;244.852;1065;830;9;4
25244;10;0;0;R;19;0.0;3;2;19;1:29.005;234.310;1065;842;213;22
25245;22;0;0;W;20;0.0;0;\N;0;\N;\N;1065;852;213;23
25246;44;4;1;1;1;25.0;53;43;2;1:37.575;215.760;1066;1;131;1
25247;33;20;2;2;2;18.0;53;28;5;1:38.396;213.959;1066;830;9;1
25248;55;2;3;3;3;15.0;53;40;12;1:39.294;212.024;1066;832;6;1
25249;3;5;4;4;4;12.0;53;24;9;1:39.124;212.388;1066;817;1;1
25250;77;16;5;5;5;10.0;53;31;3;1:38.216;214.352;1066;822;131;1
25251;14;6;6;6;6;8.0;53;44;6;1:38.686;213.331;1066;4;214;1
25252;4;1;7;7;7;7.0;53;39;1;1:37.423;216.096;1066;846;1;1
25253;7;13;8;8;8;4.0;53;34;16;1:40.289;209.921;1066;8;51;1
25254;11;8;9;9;9;2.0;53;45;10;1:39.215;212.193;1066;815;9;1
25255;63;3;10;10;10;1.0;53;40;18;1:40.596;209.280;1066;847;3;1
25256;18;7;11;11;11;0.0;53;35;17;1:40.464;209.555;1066;840;117;1
25257;5;10;12;12;12;0.0;52;44;11;1:39.251;212.116;1066;20;117;11
25258;10;11;13;13;13;0.0;52;35;4;1:38.279;214.214;1066;842;213;11
25259;31;9;14;14;14;0.0;52;34;19;1:40.598;209.276;1066;839;214;11
25260;16;19;15;15;15;0.0;52;45;7;1:38.994;212.667;1066;844;6;11
25261;99;17;16;16;16;0.0;52;39;8;1:39.058;212.530;1066;841;51;11
25262;22;12;17;17;17;0.0;52;42;13;1:39.960;210.612;1066;852;213;11
25263;9;15;18;18;18;0.0;51;24;20;1:41.713;206.982;1066;853;210;12
25264;6;18;19;19;19;0.0;47;42;14;1:40.000;210.528;1066;849;3;3
25265;47;14;0;R;20;0.0;32;22;15;1:40.276;209.948;1066;854;210;44
25266;77;1;1;1;1;26.0;58;58;1;1:30.432;212.500;1067;822;131;1
25267;33;2;2;2;2;18.0;58;53;9;1:32.759;207.169;1067;830;9;1
25268;11;6;3;3;3;15.0;58;53;4;1:32.459;207.841;1067;815;9;1
25269;16;3;4;4;4;12.0;58;57;8;1:32.737;207.218;1067;844;6;1
25270;44;11;5;5;5;10.0;58;52;10;1:32.763;207.160;1067;1;131;1
25271;10;4;6;6;6;8.0;58;50;11;1:32.814;207.046;1067;842;213;1
25272;4;7;7;7;7;6.0;58;50;3;1:32.446;207.870;1067;846;1;1
25273;55;19;8;8;8;4.0;58;49;2;1:31.921;209.057;1067;832;6;1
25274;18;8;9;9;9;2.0;58;58;6;1:32.608;207.506;1067;840;117;1
25275;31;12;10;10;10;1.0;57;24;19;1:34.584;203.171;1067;839;214;11
25276;99;16;11;11;11;0.0;57;57;13;1:32.904;206.845;1067;841;51;11
25277;7;17;12;12;12;0.0;57;50;5;1:32.586;207.556;1067;8;51;11
25278;3;20;13;13;13;0.0;57;34;15;1:33.255;206.067;1067;817;1;11
25279;22;9;14;14;14;0.0;57;54;12;1:32.844;206.979;1067;852;213;11
25280;63;13;15;15;15;0.0;57;53;16;1:33.399;205.749;1067;847;3;11
25281;14;5;16;16;16;0.0;57;55;14;1:33.252;206.073;1067;4;214;11
25282;6;15;17;17;17;0.0;57;48;17;1:33.672;205.149;1067;849;3;11
25283;5;10;18;18;18;0.0;57;54;7;1:32.730;207.233;1067;20;117;11
25284;47;14;19;19;19;0.0;56;52;18;1:34.209;203.980;1067;854;210;12
25285;9;18;20;20;20;0.0;56;52;20;1:35.438;201.353;1067;853;210;12
25286;33;1;1;1;1;25.0;56;52;2;1:39.096;200.278;1069;830;9;1
25287;44;2;2;2;2;19.0;56;41;1;1:38.485;201.521;1069;1;131;1
25288;11;3;3;3;3;15.0;56;32;4;1:39.566;199.333;1069;815;9;1
25289;16;4;4;4;4;12.0;56;41;3;1:39.303;199.861;1069;844;6;1
25290;3;6;5;5;5;10.0;56;43;8;1:40.345;197.785;1069;817;1;1
25291;77;9;6;6;6;8.0;56;41;6;1:40.147;198.176;1069;822;131;1
25292;55;5;7;7;7;6.0;56;40;9;1:40.377;197.722;1069;832;6;1
25293;4;7;8;8;8;4.0;56;41;7;1:40.228;198.016;1069;846;1;1
25294;22;10;9;9;9;2.0;55;47;13;1:41.151;196.209;1069;852;213;11
25295;5;18;10;10;10;1.0;55;40;10;1:40.481;197.517;1069;20;117;11
25296;99;12;11;11;11;0.0;55;44;12;1:41.145;196.221;1069;841;51;11
25297;18;13;12;12;12;0.0;55;36;14;1:41.189;196.135;1069;840;117;11
25298;7;15;13;13;13;0.0;55;43;15;1:41.340;195.843;1069;8;51;11
25299;63;20;14;14;14;0.0;55;36;11;1:41.120;196.269;1069;847;3;11
25300;6;14;15;15;15;0.0;55;46;17;1:41.818;194.924;1069;849;3;11
25301;47;16;16;16;16;0.0;54;36;16;1:41.395;195.737;1069;854;210;12
25302;9;17;17;17;17;0.0;54;42;20;1:42.886;192.900;1069;853;210;12
25303;14;19;0;R;18;0.0;49;46;5;1:40.067;198.335;1069;4;214;65
25304;31;11;0;R;19;0.0;40;28;19;1:42.194;194.207;1069;839;214;26
25305;10;8;0;R;20;0.0;14;12;18;1:42.015;194.547;1069;842;213;22
25306;33;3;1;1;1;25.0;71;52;2;1:18.999;196.134;1070;830;9;1
25307;44;2;2;2;2;18.0;71;66;4;1:19.820;194.116;1070;1;131;1
25308;11;4;3;3;3;15.0;71;49;3;1:19.468;194.976;1070;815;9;1
25309;10;5;4;4;4;12.0;71;66;7;1:20.510;192.453;1070;842;213;1
25310;16;8;5;5;5;10.0;71;63;9;1:20.665;192.083;1070;844;6;1
25311;55;6;6;6;6;8.0;70;63;5;1:20.081;193.484;1070;832;6;11
25312;5;9;7;7;7;6.0;70;70;6;1:20.460;192.572;1070;20;117;11
25313;7;10;8;8;8;4.0;70;63;11;1:20.713;191.969;1070;8;51;11
25314;14;12;9;9;9;2.0;70;54;10;1:20.711;191.973;1070;4;214;11
25315;4;18;10;10;10;1.0;70;67;8;1:20.617;192.197;1070;846;1;11
25316;99;11;11;11;11;0.0;70;68;16;1:21.523;190.061;1070;841;51;11
25317;3;7;12;12;12;0.0;70;40;13;1:21.069;191.126;1070;817;1;11
25318;31;19;13;13;13;0.0;70;67;14;1:21.348;190.470;1070;839;214;11
25319;18;20;14;14;14;0.0;69;61;12;1:20.930;191.454;1070;840;117;12
25320;77;1;15;15;15;0.0;69;69;1;1:17.774;199.223;1070;822;131;12
25321;63;16;16;16;16;0.0;69;61;18;1:22.016;188.919;1070;847;3;12
25322;6;13;17;17;17;0.0;69;66;17;1:21.546;190.008;1070;849;3;12
25323;9;15;18;18;18;0.0;68;61;15;1:21.402;190.344;1070;853;210;13
25324;47;14;0;R;19;0.0;0;\N;0;\N;\N;1070;854;210;4
25325;22;17;0;R;20;0.0;0;\N;0;\N;\N;1070;852;213;4
25326;44;10;1;1;1;25.0;71;46;2;1:11.982;215.503;1071;1;131;1
25327;33;2;2;2;2;18.0;71;47;3;1:12.486;214.005;1071;830;9;1
25328;77;1;3;3;3;15.0;71;49;4;1:12.526;213.887;1071;822;131;1
25329;11;4;4;4;4;13.0;71;71;1;1:11.010;218.453;1071;815;9;1
25330;16;6;5;5;5;10.0;71;61;7;1:12.822;213.018;1071;844;6;1
25331;55;3;6;6;6;8.0;71;63;6;1:12.710;213.346;1071;832;6;1
25332;10;7;7;7;7;6.0;70;53;8;1:13.227;211.839;1071;842;213;11
25333;31;8;8;8;8;4.0;70;48;16;1:14.430;208.415;1071;839;214;11
25334;14;12;9;9;9;2.0;70;37;12;1:13.922;209.848;1071;4;214;11
25335;4;5;10;10;10;1.0;70;53;10;1:13.761;210.306;1071;846;1;11
25336;5;9;11;11;11;0.0;70;69;9;1:13.634;210.668;1071;20;117;11
25337;7;0;12;12;12;0.0;70;54;5;1:12.621;213.607;1071;8;51;11
25338;63;17;13;13;13;0.0;70;45;15;1:14.355;208.626;1071;847;3;11
25339;99;13;14;14;14;0.0;70;44;14;1:14.227;208.985;1071;841;51;11
25340;22;15;15;15;15;0.0;70;62;13;1:14.204;209.050;1071;852;213;11
25341;6;16;16;16;16;0.0;70;57;18;1:14.616;207.896;1071;849;3;11
25342;9;19;17;17;17;0.0;69;36;19;1:14.954;206.958;1071;853;210;12
25343;47;18;18;18;18;0.0;69;66;11;1:13.793;210.215;1071;854;210;12
25344;3;11;0;R;19;0.0;49;40;17;1:14.443;208.379;1071;817;1;75
25345;18;14;0;R;20;0.0;47;25;20;1:15.344;205.887;1071;840;117;130
25346;44;1;1;1;1;25.0;57;50;2;1:25.084;227.633;1051;1;131;1
25347;33;7;2;2;2;19.0;57;57;1;1:23.196;232.799;1051;830;9;1
25348;14;3;3;3;3;15.0;57;48;10;1:26.682;223.437;1051;4;214;1
25349;11;11;4;4;4;12.0;57;49;3;1:25.613;226.227;1051;815;9;1
25350;31;9;5;5;5;10.0;57;46;13;1:27.061;222.464;1051;839;214;1
25351;18;12;6;6;6;8.0;57;44;17;1:27.356;221.713;1051;840;117;1
25352;55;5;7;7;7;6.0;57;46;9;1:26.570;223.726;1051;832;6;1
25353;16;13;8;8;8;4.0;57;46;8;1:26.555;223.765;1051;844;6;1
25354;4;4;9;9;9;2.0;56;51;4;1:25.746;225.876;1051;846;1;11
25355;5;10;10;10;10;1.0;56;53;7;1:26.434;224.078;1051;20;117;11
25356;10;2;11;11;11;0.0;56;46;11;1:27.019;222.572;1051;842;213;11
25357;3;14;12;12;12;0.0;56;50;14;1:27.198;222.115;1051;817;1;11
25358;22;8;13;13;13;0.0;56;50;12;1:27.043;222.510;1051;852;213;11
25359;7;16;14;14;14;0.0;56;53;6;1:26.358;224.275;1051;8;51;11
25360;99;18;15;15;15;0.0;56;40;18;1:27.823;220.534;1051;841;51;11
25361;47;19;16;16;16;0.0;56;46;19;1:28.412;219.065;1051;854;210;11
25362;63;15;17;17;17;0.0;55;55;5;1:25.768;225.818;1051;847;3;12
25363;9;20;18;18;18;0.0;55;55;16;1:27.340;221.754;1051;853;210;12
25364;6;17;0;R;19;0.0;50;44;20;1:28.732;218.275;1051;849;3;29
25365;77;6;0;R;20;0.0;48;39;15;1:27.246;221.992;1051;822;131;137
25366;44;1;1;1;1;26.0;50;47;1;1:30.734;244.962;1072;1;131;1
25367;33;3;2;2;2;18.0;50;35;3;1:31.488;242.943;1072;830;9;1
25368;77;2;3;3;3;15.0;50;47;2;1:31.408;243.155;1072;822;131;1
25369;31;9;4;4;4;12.0;50;47;6;1:31.797;242.125;1072;839;214;1
25370;3;11;5;5;5;10.0;50;43;11;1:32.716;239.725;1072;817;1;1
25371;10;6;6;6;6;8.0;50;46;9;1:32.297;240.813;1072;842;213;1
25372;16;4;7;7;7;6.0;50;46;4;1:31.601;242.643;1072;844;6;1
25373;55;15;8;8;8;4.0;50;37;7;1:31.851;241.983;1072;832;6;1
25374;99;10;9;9;9;2.0;50;37;15;1:32.865;239.340;1072;841;51;1
25375;4;7;10;10;10;1.0;50;49;8;1:31.914;241.817;1072;846;1;1
25376;18;18;11;11;11;0.0;50;45;14;1:32.804;239.498;1072;840;117;1
25377;6;16;12;12;12;0.0;50;49;12;1:32.751;239.635;1072;849;3;1
25378;14;13;13;13;13;0.0;49;46;5;1:31.633;242.558;1072;4;214;11
25379;22;8;14;14;14;0.0;49;44;10;1:32.506;240.269;1072;852;213;11
25380;7;12;15;15;15;0.0;49;45;13;1:32.778;239.565;1072;8;51;11
25381;5;17;0;R;16;0.0;44;41;16;1:34.030;236.375;1072;20;117;130
25382;11;5;0;R;17;0.0;14;9;17;1:34.138;236.104;1072;815;9;4
25383;9;20;0;R;18;0.0;14;7;20;1:37.043;229.036;1072;853;210;4
25384;63;14;0;R;19;0.0;14;7;19;1:36.130;231.211;1072;847;3;4
25385;47;19;0;R;20;0.0;8;8;18;1:36.043;231.421;1072;854;210;3
25386;33;1;1;1;1;26.0;58;39;1;1:26.103;220.800;1073;830;9;1
25387;44;2;2;2;2;18.0;58;43;3;1:26.615;219.495;1073;1;131;1
25388;55;5;3;3;3;15.0;58;51;9;1:27.618;216.982;1073;832;6;1
25389;22;8;4;4;4;12.0;58;50;7;1:27.496;217.285;1073;852;213;1
25390;10;12;5;5;5;10.0;58;49;6;1:27.342;217.668;1073;842;213;1
25391;77;6;6;6;6;8.0;58;51;5;1:26.862;218.871;1073;822;131;1
25392;4;3;7;7;7;6.0;58;58;4;1:26.762;219.123;1073;846;1;1
25393;14;11;8;8;8;4.0;58;58;8;1:27.607;217.010;1073;4;214;1
25394;31;9;9;9;9;2.0;58;58;10;1:28.249;215.431;1073;839;214;1
25395;16;7;10;10;10;1.0;58;40;12;1:28.433;214.983;1073;844;6;1
25396;5;15;11;11;11;0.0;58;58;11;1:28.303;215.299;1073;20;117;1
25397;3;10;12;12;12;0.0;57;48;14;1:28.723;214.280;1073;817;1;11
25398;18;13;13;13;13;0.0;57;48;13;1:28.567;214.657;1073;840;117;11
25399;47;19;14;14;14;0.0;57;42;17;1:29.457;212.522;1073;854;210;11
25400;11;4;15;15;15;0.0;55;51;2;1:26.419;219.993;1073;815;9;5
25401;6;16;0;R;16;0.0;50;30;15;1:29.293;212.912;1073;849;3;3
25402;99;14;0;R;17;0.0;33;33;16;1:29.442;212.557;1073;841;51;6
25403;63;17;0;R;18;0.0;26;23;19;1:30.647;209.732;1073;847;3;6
25404;7;18;0;R;19;0.0;25;23;18;1:29.698;211.951;1073;8;51;23
25405;9;20;0;W;20;0.0;0;\N;0;\N;\N;1073;853;210;139
25406;16;1;1;1;1;26.0;57;51;1;1:34.570;206.018;1074;844;6;1
25407;55;3;2;2;2;18.0;57;52;3;1:35.740;203.501;1074;832;6;1
25408;44;5;3;3;3;15.0;57;53;5;1:36.228;202.469;1074;1;131;1
25409;63;9;4;4;4;12.0;57;56;6;1:36.302;202.313;1074;847;131;1
25410;20;7;5;5;5;10.0;57;53;8;1:36.623;201.641;1074;825;210;1
25411;77;6;6;6;6;8.0;57;53;7;1:36.599;201.691;1074;822;51;1
25412;31;11;7;7;7;6.0;57;53;14;1:37.110;200.630;1074;839;214;1
25413;22;16;8;8;8;4.0;57;53;13;1:37.104;200.642;1074;852;213;1
25414;14;8;9;9;9;2.0;57;44;10;1:36.733;201.412;1074;4;214;1
25415;24;15;10;10;10;1.0;57;39;9;1:36.685;201.512;1074;855;51;1
25416;47;12;11;11;11;0.0;57;37;11;1:36.956;200.948;1074;854;210;1
25417;18;19;12;12;12;0.0;57;49;15;1:37.146;200.555;1074;840;117;1
25418;23;14;13;13;13;0.0;57;50;18;1:37.355;200.125;1074;848;3;1
25419;3;18;14;14;14;0.0;57;50;16;1:37.261;200.318;1074;817;1;1
25420;4;13;15;15;15;0.0;57;51;12;1:36.988;200.882;1074;846;1;1
25421;6;20;16;16;16;0.0;57;51;20;1:38.251;198.300;1074;849;3;1
25422;27;17;17;17;17;0.0;57;49;19;1:38.201;198.401;1074;807;117;1
25423;11;4;18;18;18;0.0;56;52;4;1:36.089;202.762;1074;815;9;32
25424;1;2;19;19;19;0.0;54;51;2;1:35.440;204.140;1074;830;9;32
25425;10;10;0;R;20;0.0;44;34;17;1:37.324;200.189;1074;842;213;131
25426;1;4;1;1;1;25.0;50;50;2;1:31.772;242.191;1075;830;9;1
25427;16;2;2;2;2;19.0;50;48;1;1:31.634;242.556;1075;844;6;1
25428;55;3;3;3;3;15.0;50;48;3;1:31.905;241.841;1075;832;6;1
25429;11;1;4;4;4;12.0;50;46;4;1:32.042;241.481;1075;815;9;1
25430;63;6;5;5;5;10.0;50;43;7;1:32.821;239.454;1075;847;131;1
25431;31;5;6;6;6;8.0;50;46;9;1:33.103;238.729;1075;839;214;1
25432;4;11;7;7;7;6.0;50;46;5;1:32.753;239.629;1075;846;1;1
25433;10;9;8;8;8;4.0;50;42;10;1:33.468;237.796;1075;842;213;1
25434;20;10;9;9;9;2.0;50;48;6;1:32.779;239.562;1075;825;210;1
25435;44;15;10;10;10;1.0;50;47;8;1:32.997;239.001;1075;1;131;1
25436;24;12;11;11;11;0.0;50;45;13;1:33.924;236.642;1075;855;51;1
25437;27;17;12;12;12;0.0;50;47;11;1:33.651;237.332;1075;807;117;1
25438;18;13;13;13;13;0.0;49;46;16;1:34.446;235.334;1075;840;117;11
25439;23;16;14;14;14;0.0;47;46;15;1:34.368;235.528;1075;848;3;130
25440;77;8;0;R;15;0.0;36;31;14;1:33.979;236.503;1075;822;51;141
25441;14;7;0;R;16;0.0;35;33;12;1:33.831;236.876;1075;4;214;103
25442;3;14;0;R;17;0.0;35;34;17;1:34.487;235.232;1075;817;1;6
25443;6;18;0;R;18;0.0;14;9;18;1:37.530;227.892;1075;849;3;3
25444;22;19;0;R;19;0.0;0;\N;0;\N;\N;1075;852;213;131
25445;47;0;0;W;20;0.0;0;\N;0;\N;\N;1075;854;210;54
25446;16;1;1;1;1;26.0;58;58;1;1:20.260;236.740;1076;844;6;1
25447;11;3;2;2;2;18.0;58;58;3;1:21.094;234.305;1076;815;9;1
25448;63;6;3;3;3;15.0;58;53;4;1:21.495;233.152;1076;847;131;1
25449;44;5;4;4;4;12.0;58;51;7;1:21.886;232.039;1076;1;131;1
25450;4;4;5;5;5;10.0;58;55;8;1:22.248;231.018;1076;846;1;1
25451;3;7;6;6;6;8.0;58;54;9;1:22.451;230.449;1076;817;1;1
25452;31;8;7;7;7;6.0;58;58;10;1:22.469;230.399;1076;839;214;1
25453;77;12;8;8;8;4.0;58;54;5;1:21.651;232.707;1076;822;51;1
25454;10;11;9;9;9;2.0;58;52;13;1:22.731;229.669;1076;842;213;1
25455;23;20;10;10;10;1.0;58;54;12;1:22.589;230.064;1076;848;3;1
25456;24;14;11;11;11;0.0;58;55;11;1:22.541;230.198;1076;855;51;1
25457;18;19;12;12;12;0.0;58;48;17;1:23.592;227.304;1076;840;117;1
25458;47;15;13;13;13;0.0;57;55;14;1:23.006;228.908;1076;854;210;11
25459;20;16;14;14;14;0.0;57;44;15;1:23.071;228.729;1076;825;210;11
25460;22;13;15;15;15;0.0;57;56;16;1:23.342;227.985;1076;852;213;11
25461;6;18;16;16;16;0.0;57;49;18;1:23.882;226.518;1076;849;3;11
25462;14;10;17;17;17;0.0;57;57;2;1:20.846;235.024;1076;4;214;11
25463;1;2;0;R;18;0.0;38;37;6;1:21.677;232.633;1076;830;9;95
25464;5;17;0;R;19;0.0;22;17;19;1:25.189;223.042;1076;20;117;3
